"denominazione_regione","Capienza","data"
"Emilia-Romagna",747,2021-08-21
"Friuli Venezia Giulia",175,2021-08-21
"Lazio",943,2021-08-21
"Liguria",227,2021-08-21
"Lombardia",1459,2021-08-21
"Marche",196,2021-08-21
"Molise",34,2021-08-21
"Piemonte",628,2021-08-21
"Puglia",452,2021-08-21
"Sardegna",181,2021-08-21
"Sicilia",832,2021-08-21
"Toscana",612,2021-08-21
"Trentino-Alto Adige",167,2021-08-21
"Umbria",130,2021-08-21
"Valle d'Aosta",33,2021-08-21
"Veneto",1000,2021-08-21
"Abruzzo",183,2021-08-22
"Basilicata",90,2021-08-22
"Calabria",152,2021-08-22
"Campania",590,2021-08-22
"Emilia-Romagna",747,2021-08-22
"Friuli Venezia Giulia",175,2021-08-22
"Lazio",943,2021-08-22
"Liguria",227,2021-08-22
"Lombardia",1459,2021-08-22
"Marche",196,2021-08-22
"Molise",34,2021-08-22
"Piemonte",628,2021-08-22
"Puglia",452,2021-08-22
"Sardegna",181,2021-08-22
"Sicilia",832,2021-08-22
"Toscana",612,2021-08-22
"Trentino-Alto Adige",167,2021-08-22
"Umbria",130,2021-08-22
"Valle d'Aosta",33,2021-08-22
"Veneto",1000,2021-08-22
"Abruzzo",183,2021-08-23
"Basilicata",90,2021-08-23
"Calabria",152,2021-08-23
"Campania",590,2021-08-23
"Emilia-Romagna",747,2021-08-23
"Friuli Venezia Giulia",175,2021-08-23
"Lazio",943,2021-08-23
"Liguria",227,2021-08-23
"Lombardia",1459,2021-08-23
"Marche",196,2021-08-23
"Molise",34,2021-08-23
"Piemonte",628,2021-08-23
"Puglia",452,2021-08-23
"Sardegna",181,2021-08-23
"Sicilia",832,2021-08-23
"Toscana",612,2021-08-23
"Trentino-Alto Adige",167,2021-08-23
"Umbria",130,2021-08-23
"Valle d'Aosta",33,2021-08-23
"Veneto",1000,2021-08-23
"Abruzzo",183,2021-08-24
"Basilicata",90,2021-08-24
"Calabria",152,2021-08-24
"Campania",590,2021-08-24
"Emilia-Romagna",747,2021-08-24
"Friuli Venezia Giulia",175,2021-08-24
"Lazio",943,2021-08-24
"Liguria",227,2021-08-24
"Lombardia",1459,2021-08-24
"Marche",196,2021-08-24
"Molise",34,2021-08-24
"Piemonte",628,2021-08-24
"Puglia",452,2021-08-24
"Sardegna",181,2021-08-24
"Sicilia",832,2021-08-24
"Toscana",612,2021-08-24
"Trentino-Alto Adige",167,2021-08-24
"Umbria",130,2021-08-24
"Valle d'Aosta",33,2021-08-24
"Veneto",1000,2021-08-24
"Abruzzo",183,2021-08-25
"Basilicata",90,2021-08-25
"Calabria",152,2021-08-25
"Campania",590,2021-08-25
"Emilia-Romagna",747,2021-08-25
"Friuli Venezia Giulia",175,2021-08-25
"Lazio",943,2021-08-25
"Liguria",227,2021-08-25
"Lombardia",1459,2021-08-25
"Marche",196,2021-08-25
"Molise",34,2021-08-25
"Piemonte",628,2021-08-25
"Puglia",452,2021-08-25
"Sardegna",181,2021-08-25
"Sicilia",832,2021-08-25
"Toscana",612,2021-08-25
"Trentino-Alto Adige",167,2021-08-25
"Umbria",130,2021-08-25
"Valle d'Aosta",33,2021-08-25
"Veneto",1000,2021-08-25
"Abruzzo",183,2021-08-26
"Basilicata",90,2021-08-26
"Calabria",152,2021-08-26
"Campania",590,2021-08-26
"Emilia-Romagna",747,2021-08-26
"Friuli Venezia Giulia",175,2021-08-26
"Lazio",943,2021-08-26
"Liguria",227,2021-08-26
"Lombardia",1459,2021-08-26
"Marche",196,2021-08-26
"Molise",34,2021-08-26
"Piemonte",628,2021-08-26
"Puglia",452,2021-08-26
"Sardegna",181,2021-08-26
"Sicilia",832,2021-08-26
"Toscana",612,2021-08-26
"Trentino-Alto Adige",167,2021-08-26
"Umbria",130,2021-08-26
"Valle d'Aosta",33,2021-08-26
"Veneto",1000,2021-08-26
"Abruzzo",183,2021-08-27
"Basilicata",90,2021-08-27
"Calabria",152,2021-08-27
"Campania",590,2021-08-27
"Emilia-Romagna",747,2021-08-27
"Friuli Venezia Giulia",175,2021-08-27
"Lazio",943,2021-08-27
"Liguria",227,2021-08-27
"Lombardia",1459,2021-08-27
"Marche",196,2021-08-27
"Molise",34,2021-08-27
"Piemonte",628,2021-08-27
"Puglia",452,2021-08-27
"Sardegna",181,2021-08-27
"Sicilia",832,2021-08-27
"Toscana",612,2021-08-27
"Trentino-Alto Adige",167,2021-08-27
"Umbria",130,2021-08-27
"Valle d'Aosta",33,2021-08-27
"Veneto",1000,2021-08-27
"Abruzzo",183,2021-08-28
"Basilicata",90,2021-08-28
"Calabria",152,2021-08-28
"Campania",590,2021-08-28
"Emilia-Romagna",747,2021-08-28
"Friuli Venezia Giulia",175,2021-08-28
"Lazio",943,2021-08-28
"Liguria",227,2021-08-28
"Lombardia",1459,2021-08-28
"Marche",196,2021-08-28
"Molise",34,2021-08-28
"Piemonte",628,2021-08-28
"Puglia",452,2021-08-28
"Sardegna",181,2021-08-28
"Sicilia",832,2021-08-28
"Toscana",612,2021-08-28
"Trentino-Alto Adige",167,2021-08-28
"Umbria",130,2021-08-28
"Valle d'Aosta",33,2021-08-28
"Veneto",1000,2021-08-28
"Abruzzo",183,2021-08-29
"Basilicata",90,2021-08-29
"Calabria",152,2021-08-29
"Campania",590,2021-08-29
"Emilia-Romagna",747,2021-08-29
"Friuli Venezia Giulia",175,2021-08-29
"Lazio",943,2021-08-29
"Liguria",227,2021-08-29
"Lombardia",1459,2021-08-29
"Marche",196,2021-08-29
"Molise",34,2021-08-29
"Piemonte",628,2021-08-29
"Puglia",452,2021-08-29
"Sardegna",181,2021-08-29
"Sicilia",832,2021-08-29
"Toscana",612,2021-08-29
"Trentino-Alto Adige",167,2021-08-29
"Umbria",130,2021-08-29
"Valle d'Aosta",33,2021-08-29
"Veneto",1000,2021-08-29
"Abruzzo",183,2021-08-30
"Basilicata",90,2021-08-30
"Calabria",152,2021-08-30
"Campania",590,2021-08-30
"Emilia-Romagna",747,2021-08-30
"Friuli Venezia Giulia",175,2021-08-30
"Lazio",943,2021-08-30
"Liguria",227,2021-08-30
"Lombardia",1459,2021-08-30
"Marche",196,2021-08-30
"Molise",34,2021-08-30
"Piemonte",628,2021-08-30
"Puglia",452,2021-08-30
"Sardegna",181,2021-08-30
"Sicilia",832,2021-08-30
"Toscana",612,2021-08-30
"Trentino-Alto Adige",167,2021-08-30
"Umbria",130,2021-08-30
"Valle d'Aosta",33,2021-08-30
"Veneto",1000,2021-08-30
"Abruzzo",183,2021-08-31
"Basilicata",90,2021-08-31
"Calabria",152,2021-08-31
"Campania",590,2021-08-31
"Emilia-Romagna",747,2021-08-31
"Friuli Venezia Giulia",175,2021-08-31
"Lazio",943,2021-08-31
"Liguria",227,2021-08-31
"Lombardia",1459,2021-08-31
"Marche",196,2021-08-31
"Molise",34,2021-08-31
"Piemonte",628,2021-08-31
"Puglia",452,2021-08-31
"Sardegna",181,2021-08-31
"Sicilia",832,2021-08-31
"Toscana",612,2021-08-31
"Trentino-Alto Adige",167,2021-08-31
"Umbria",130,2021-08-31
"Valle d'Aosta",33,2021-08-31
"Veneto",1000,2021-08-31
"Abruzzo",183,2021-09-01
"Basilicata",90,2021-09-01
"Calabria",152,2021-09-01
"Campania",590,2021-09-01
"Emilia-Romagna",747,2021-09-01
"Friuli Venezia Giulia",175,2021-09-01
"Lazio",943,2021-09-01
"Liguria",227,2021-09-01
"Lombardia",1459,2021-09-01
"Marche",196,2021-09-01
"Molise",34,2021-09-01
"Piemonte",628,2021-09-01
"Puglia",452,2021-09-01
"Sardegna",181,2021-09-01
"Sicilia",832,2021-09-01
"Toscana",612,2021-09-01
"Trentino-Alto Adige",167,2021-09-01
"Umbria",130,2021-09-01
"Valle d'Aosta",33,2021-09-01
"Veneto",1000,2021-09-01
"Abruzzo",183,2021-09-02
"Basilicata",90,2021-09-02
"Calabria",152,2021-09-02
"Campania",590,2021-09-02
"Emilia-Romagna",747,2021-09-02
"Friuli Venezia Giulia",175,2021-09-02
"Lazio",943,2021-09-02
"Liguria",227,2021-09-02
"Lombardia",1459,2021-09-02
"Marche",196,2021-09-02
"Molise",34,2021-09-02
"Piemonte",628,2021-09-02
"Puglia",452,2021-09-02
"Sardegna",181,2021-09-02
"Sicilia",832,2021-09-02
"Toscana",612,2021-09-02
"Trentino-Alto Adige",167,2021-09-02
"Umbria",130,2021-09-02
"Valle d'Aosta",33,2021-09-02
"Veneto",1000,2021-09-02
"Abruzzo",183,2021-09-03
"Basilicata",90,2021-09-03
"Calabria",152,2021-09-03
"Campania",590,2021-09-03
"Emilia-Romagna",747,2021-09-03
"Friuli Venezia Giulia",175,2021-09-03
"Lazio",943,2021-09-03
"Liguria",227,2021-09-03
"Lombardia",1459,2021-09-03
"Marche",196,2021-09-03
"Molise",34,2021-09-03
"Piemonte",628,2021-09-03
"Puglia",452,2021-09-03
"Sardegna",181,2021-09-03
"Sicilia",832,2021-09-03
"Toscana",612,2021-09-03
"Trentino-Alto Adige",167,2021-09-03
"Umbria",130,2021-09-03
"Valle d'Aosta",33,2021-09-03
"Veneto",1000,2021-09-03
"Abruzzo",183,2021-09-04
"Basilicata",90,2021-09-04
"Calabria",152,2021-09-04
"Campania",590,2021-09-04
"Emilia-Romagna",747,2021-09-04
"Friuli Venezia Giulia",175,2021-09-04
"Lazio",943,2021-09-04
"Liguria",227,2021-09-04
"Lombardia",1459,2021-09-04
"Marche",196,2021-09-04
"Molise",34,2021-09-04
"Piemonte",628,2021-09-04
"Puglia",452,2021-09-04
"Sardegna",181,2021-09-04
"Sicilia",832,2021-09-04
"Toscana",612,2021-09-04
"Trentino-Alto Adige",167,2021-09-04
"Umbria",130,2021-09-04
"Valle d'Aosta",33,2021-09-04
"Veneto",1000,2021-09-04
"Abruzzo",183,2021-09-05
"Basilicata",90,2021-09-05
"Calabria",152,2021-09-05
"Campania",590,2021-09-05
"Emilia-Romagna",747,2021-09-05
"Friuli Venezia Giulia",175,2021-09-05
"Lazio",943,2021-09-05
"Liguria",227,2021-09-05
"Lombardia",1459,2021-09-05
"Marche",196,2021-09-05
"Molise",34,2021-09-05
"Piemonte",628,2021-09-05
"Puglia",452,2021-09-05
"Sardegna",181,2021-09-05
"Sicilia",832,2021-09-05
"Toscana",612,2021-09-05
"Trentino-Alto Adige",167,2021-09-05
"Umbria",130,2021-09-05
"Valle d'Aosta",33,2021-09-05
"Veneto",1000,2021-09-05
"Abruzzo",183,2021-09-06
"Basilicata",90,2021-09-06
"Calabria",152,2021-09-06
"Campania",590,2021-09-06
"Emilia-Romagna",747,2021-09-06
"Friuli Venezia Giulia",175,2021-09-06
"Lazio",943,2021-09-06
"Liguria",227,2021-09-06
"Lombardia",1459,2021-09-06
"Marche",196,2021-09-06
"Molise",34,2021-09-06
"Piemonte",628,2021-09-06
"Puglia",452,2021-09-06
"Sardegna",181,2021-09-06
"Sicilia",832,2021-09-06
"Toscana",612,2021-09-06
"Trentino-Alto Adige",167,2021-09-06
"Umbria",130,2021-09-06
"Valle d'Aosta",33,2021-09-06
"Veneto",1000,2021-09-06
"Abruzzo",183,2021-09-07
"Basilicata",90,2021-09-07
"Calabria",152,2021-09-07
"Campania",590,2021-09-07
"Emilia-Romagna",747,2021-09-07
"Friuli Venezia Giulia",175,2021-09-07
"Lazio",943,2021-09-07
"Liguria",227,2021-09-07
"Lombardia",1459,2021-09-07
"Marche",196,2021-09-07
"Molise",34,2021-09-07
"Piemonte",628,2021-09-07
"Puglia",452,2021-09-07
"Sardegna",181,2021-09-07
"Sicilia",832,2021-09-07
"Toscana",612,2021-09-07
"Trentino-Alto Adige",167,2021-09-07
"Umbria",130,2021-09-07
"Valle d'Aosta",33,2021-09-07
"Veneto",1000,2021-09-07
"Abruzzo",183,2021-09-08
"Basilicata",90,2021-09-08
"Calabria",152,2021-09-08
"Campania",590,2021-09-08
"Emilia-Romagna",747,2021-09-08
"Friuli Venezia Giulia",175,2021-09-08
"Lazio",943,2021-09-08
"Liguria",227,2021-09-08
"Lombardia",1459,2021-09-08
"Marche",196,2021-09-08
"Molise",34,2021-09-08
"Piemonte",628,2021-09-08
"Puglia",452,2021-09-08
"Sardegna",181,2021-09-08
"Sicilia",832,2021-09-08
"Toscana",612,2021-09-08
"Trentino-Alto Adige",167,2021-09-08
"Umbria",130,2021-09-08
"Valle d'Aosta",33,2021-09-08
"Veneto",1000,2021-09-08
"Abruzzo",183,2021-09-09
"Basilicata",90,2021-09-09
"Calabria",152,2021-09-09
"Campania",590,2021-09-09
"Emilia-Romagna",747,2021-09-09
"Friuli Venezia Giulia",175,2021-09-09
"Lazio",943,2021-09-09
"Liguria",227,2021-09-09
"Lombardia",1459,2021-09-09
"Marche",196,2021-09-09
"Molise",34,2021-09-09
"Piemonte",628,2021-09-09
"Puglia",452,2021-09-09
"Sardegna",181,2021-09-09
"Sicilia",832,2021-09-09
"Toscana",612,2021-09-09
"Trentino-Alto Adige",167,2021-09-09
"Umbria",130,2021-09-09
"Valle d'Aosta",33,2021-09-09
"Veneto",1000,2021-09-09
"Abruzzo",183,2021-09-10
"Basilicata",90,2021-09-10
"Calabria",152,2021-09-10
"Campania",590,2021-09-10
"Emilia-Romagna",747,2021-09-10
"Friuli Venezia Giulia",175,2021-09-10
"Lazio",943,2021-09-10
"Liguria",227,2021-09-10
"Lombardia",1459,2021-09-10
"Marche",196,2021-09-10
"Molise",34,2021-09-10
"Piemonte",628,2021-09-10
"Puglia",452,2021-09-10
"Sardegna",181,2021-09-10
"Sicilia",832,2021-09-10
"Toscana",612,2021-09-10
"Trentino-Alto Adige",167,2021-09-10
"Umbria",130,2021-09-10
"Valle d'Aosta",33,2021-09-10
"Veneto",1000,2021-09-10
"Abruzzo",183,2021-09-11
"Basilicata",90,2021-09-11
"Calabria",152,2021-09-11
"Campania",590,2021-09-11
"Emilia-Romagna",747,2021-09-11
"Friuli Venezia Giulia",175,2021-09-11
"Lazio",943,2021-09-11
"Liguria",227,2021-09-11
"Lombardia",1459,2021-09-11
"Marche",196,2021-09-11
"Molise",34,2021-09-11
"Piemonte",628,2021-09-11
"Puglia",452,2021-09-11
"Sardegna",181,2021-09-11
"Sicilia",832,2021-09-11
"Toscana",612,2021-09-11
"Trentino-Alto Adige",167,2021-09-11
"Umbria",130,2021-09-11
"Valle d'Aosta",33,2021-09-11
"Veneto",1000,2021-09-11
"Abruzzo",183,2021-09-12
"Basilicata",90,2021-09-12
"Calabria",152,2021-09-12
"Campania",590,2021-09-12
"Emilia-Romagna",747,2021-09-12
"Friuli Venezia Giulia",175,2021-09-12
"Lazio",943,2021-09-12
"Liguria",227,2021-09-12
"Lombardia",1459,2021-09-12
"Marche",196,2021-09-12
"Molise",34,2021-09-12
"Piemonte",628,2021-09-12
"Puglia",452,2021-09-12
"Sardegna",181,2021-09-12
"Sicilia",832,2021-09-12
"Toscana",612,2021-09-12
"Trentino-Alto Adige",167,2021-09-12
"Umbria",130,2021-09-12
"Valle d'Aosta",33,2021-09-12
"Veneto",1000,2021-09-12
"Abruzzo",183,2021-09-13
"Basilicata",90,2021-09-13
"Calabria",152,2021-09-13
"Campania",590,2021-09-13
"Emilia-Romagna",747,2021-09-13
"Friuli Venezia Giulia",175,2021-09-13
"Lazio",943,2021-09-13
"Liguria",227,2021-09-13
"Lombardia",1459,2021-09-13
"Marche",196,2021-09-13
"Molise",34,2021-09-13
"Piemonte",628,2021-09-13
"Puglia",452,2021-09-13
"Sardegna",181,2021-09-13
"Sicilia",832,2021-09-13
"Toscana",612,2021-09-13
"Trentino-Alto Adige",167,2021-09-13
"Umbria",130,2021-09-13
"Valle d'Aosta",33,2021-09-13
"Veneto",1000,2021-09-13
"Abruzzo",183,2021-09-14
"Basilicata",90,2021-09-14
"Calabria",152,2021-09-14
"Campania",590,2021-09-14
"Emilia-Romagna",747,2021-09-14
"Friuli Venezia Giulia",175,2021-09-14
"Lazio",943,2021-09-14
"Liguria",227,2021-09-14
"Lombardia",1459,2021-09-14
"Marche",196,2021-09-14
"Molise",34,2021-09-14
"Piemonte",628,2021-09-14
"Puglia",452,2021-09-14
"Sardegna",181,2021-09-14
"Sicilia",832,2021-09-14
"Toscana",612,2021-09-14
"Trentino-Alto Adige",167,2021-09-14
"Umbria",130,2021-09-14
"Valle d'Aosta",33,2021-09-14
"Veneto",1000,2021-09-14
"Abruzzo",183,2021-09-15
"Basilicata",90,2021-09-15
"Calabria",152,2021-09-15
"Campania",590,2021-09-15
"Emilia-Romagna",747,2021-09-15
"Friuli Venezia Giulia",175,2021-09-15
"Lazio",943,2021-09-15
"Liguria",227,2021-09-15
"Lombardia",1459,2021-09-15
"Marche",196,2021-09-15
"Molise",34,2021-09-15
"Piemonte",628,2021-09-15
"Puglia",452,2021-09-15
"Sardegna",181,2021-09-15
"Sicilia",832,2021-09-15
"Toscana",612,2021-09-15
"Trentino-Alto Adige",167,2021-09-15
"Umbria",130,2021-09-15
"Valle d'Aosta",33,2021-09-15
"Veneto",1000,2021-09-15
"Abruzzo",183,2021-09-16
"Basilicata",90,2021-09-16
"Calabria",152,2021-09-16
"Campania",590,2021-09-16
"Emilia-Romagna",747,2021-09-16
"Friuli Venezia Giulia",175,2021-09-16
"Lazio",943,2021-09-16
"Liguria",227,2021-09-16
"Lombardia",1459,2021-09-16
"Marche",196,2021-09-16
"Molise",34,2021-09-16
"Piemonte",628,2021-09-16
"Puglia",452,2021-09-16
"Sardegna",181,2021-09-16
"Sicilia",832,2021-09-16
"Toscana",612,2021-09-16
"Trentino-Alto Adige",167,2021-09-16
"Umbria",130,2021-09-16
"Valle d'Aosta",33,2021-09-16
"Veneto",1000,2021-09-16
"Abruzzo",183,2021-09-17
"Basilicata",90,2021-09-17
"Calabria",152,2021-09-17
"Campania",590,2021-09-17
"Emilia-Romagna",747,2021-09-17
"Friuli Venezia Giulia",175,2021-09-17
"Lazio",943,2021-09-17
"Liguria",227,2021-09-17
"Lombardia",1459,2021-09-17
"Marche",196,2021-09-17
"Molise",34,2021-09-17
"Piemonte",628,2021-09-17
"Puglia",452,2021-09-17
"Sardegna",181,2021-09-17
"Sicilia",832,2021-09-17
"Toscana",612,2021-09-17
"Trentino-Alto Adige",167,2021-09-17
"Umbria",130,2021-09-17
"Valle d'Aosta",33,2021-09-17
"Veneto",1000,2021-09-17
"Abruzzo",183,2021-09-18
"Basilicata",90,2021-09-18
"Calabria",152,2021-09-18
"Campania",590,2021-09-18
"Emilia-Romagna",747,2021-09-18
"Friuli Venezia Giulia",175,2021-09-18
"Lazio",943,2021-09-18
"Liguria",227,2021-09-18
"Lombardia",1459,2021-09-18
"Marche",196,2021-09-18
"Molise",34,2021-09-18
"Piemonte",628,2021-09-18
"Puglia",452,2021-09-18
"Sardegna",181,2021-09-18
"Sicilia",832,2021-09-18
"Toscana",612,2021-09-18
"Trentino-Alto Adige",167,2021-09-18
"Umbria",130,2021-09-18
"Valle d'Aosta",33,2021-09-18
"Veneto",1000,2021-09-18
"Abruzzo",183,2021-09-19
"Basilicata",90,2021-09-19
"Calabria",152,2021-09-19
"Campania",590,2021-09-19
"Emilia-Romagna",747,2021-09-19
"Friuli Venezia Giulia",175,2021-09-19
"Lazio",943,2021-09-19
"Liguria",227,2021-09-19
"Lombardia",1459,2021-09-19
"Marche",196,2021-09-19
"Molise",34,2021-09-19
"Piemonte",628,2021-09-19
"Puglia",452,2021-09-19
"Sardegna",181,2021-09-19
"Sicilia",832,2021-09-19
"Toscana",612,2021-09-19
"Trentino-Alto Adige",167,2021-09-19
"Umbria",130,2021-09-19
"Valle d'Aosta",33,2021-09-19
"Veneto",1000,2021-09-19
"Abruzzo",183,2021-09-20
"Basilicata",90,2021-09-20
"Calabria",152,2021-09-20
"Campania",590,2021-09-20
"Emilia-Romagna",747,2021-09-20
"Friuli Venezia Giulia",175,2021-09-20
"Lazio",943,2021-09-20
"Liguria",227,2021-09-20
"Lombardia",1459,2021-09-20
"Marche",196,2021-09-20
"Molise",34,2021-09-20
"Piemonte",628,2021-09-20
"Puglia",452,2021-09-20
"Sardegna",181,2021-09-20
"Sicilia",832,2021-09-20
"Toscana",612,2021-09-20
"Trentino-Alto Adige",167,2021-09-20
"Umbria",130,2021-09-20
"Valle d'Aosta",33,2021-09-20
"Veneto",1000,2021-09-20
"Abruzzo",183,2021-09-21
"Basilicata",90,2021-09-21
"Calabria",152,2021-09-21
"Campania",590,2021-09-21
"Emilia-Romagna",747,2021-09-21
"Friuli Venezia Giulia",175,2021-09-21
"Lazio",943,2021-09-21
"Liguria",227,2021-09-21
"Lombardia",1459,2021-09-21
"Marche",196,2021-09-21
"Molise",34,2021-09-21
"Piemonte",628,2021-09-21
"Puglia",452,2021-09-21
"Sardegna",181,2021-09-21
"Sicilia",832,2021-09-21
"Toscana",612,2021-09-21
"Trentino-Alto Adige",167,2021-09-21
"Umbria",130,2021-09-21
"Valle d'Aosta",33,2021-09-21
"Veneto",1000,2021-09-21
"Abruzzo",183,2021-09-22
"Basilicata",90,2021-09-22
"Calabria",152,2021-09-22
"Campania",590,2021-09-22
"Emilia-Romagna",747,2021-09-22
"Friuli Venezia Giulia",175,2021-09-22
"Lazio",943,2021-09-22
"Liguria",227,2021-09-22
"Lombardia",1459,2021-09-22
"Marche",196,2021-09-22
"Molise",34,2021-09-22
"Piemonte",628,2021-09-22
"Puglia",452,2021-09-22
"Sardegna",181,2021-09-22
"Sicilia",832,2021-09-22
"Toscana",612,2021-09-22
"Trentino-Alto Adige",167,2021-09-22
"Umbria",130,2021-09-22
"Valle d'Aosta",33,2021-09-22
"Veneto",1000,2021-09-22
"Abruzzo",183,2021-09-23
"Basilicata",90,2021-09-23
"Calabria",152,2021-09-23
"Campania",590,2021-09-23
"Emilia-Romagna",747,2021-09-23
"Friuli Venezia Giulia",175,2021-09-23
"Lazio",943,2021-09-23
"Liguria",227,2021-09-23
"Lombardia",1459,2021-09-23
"Marche",196,2021-09-23
"Molise",34,2021-09-23
"Piemonte",628,2021-09-23
"Puglia",452,2021-09-23
"Sardegna",181,2021-09-23
"Sicilia",832,2021-09-23
"Toscana",612,2021-09-23
"Trentino-Alto Adige",167,2021-09-23
"Umbria",130,2021-09-23
"Valle d'Aosta",33,2021-09-23
"Veneto",1000,2021-09-23
"Abruzzo",183,2021-09-24
"Basilicata",90,2021-09-24
"Calabria",152,2021-09-24
"Campania",590,2021-09-24
"Emilia-Romagna",747,2021-09-24
"Friuli Venezia Giulia",175,2021-09-24
"Lazio",943,2021-09-24
"Liguria",227,2021-09-24
"Lombardia",1459,2021-09-24
"Marche",196,2021-09-24
"Molise",34,2021-09-24
"Piemonte",628,2021-09-24
"Puglia",452,2021-09-24
"Sardegna",181,2021-09-24
"Sicilia",832,2021-09-24
"Toscana",612,2021-09-24
"Trentino-Alto Adige",167,2021-09-24
"Umbria",130,2021-09-24
"Valle d'Aosta",33,2021-09-24
"Veneto",1000,2021-09-24
"Abruzzo",183,2021-09-25
"Basilicata",90,2021-09-25
"Calabria",152,2021-09-25
"Campania",590,2021-09-25
"Emilia-Romagna",747,2021-09-25
"Friuli Venezia Giulia",175,2021-09-25
"Lazio",943,2021-09-25
"Liguria",227,2021-09-25
"Lombardia",1459,2021-09-25
"Marche",196,2021-09-25
"Molise",34,2021-09-25
"Piemonte",628,2021-09-25
"Puglia",452,2021-09-25
"Sardegna",181,2021-09-25
"Sicilia",832,2021-09-25
"Toscana",612,2021-09-25
"Trentino-Alto Adige",167,2021-09-25
"Umbria",130,2021-09-25
"Valle d'Aosta",33,2021-09-25
"Veneto",1000,2021-09-25
"Abruzzo",183,2021-09-26
"Basilicata",90,2021-09-26
"Calabria",152,2021-09-26
"Campania",590,2021-09-26
"Emilia-Romagna",747,2021-09-26
"Friuli Venezia Giulia",175,2021-09-26
"Lazio",943,2021-09-26
"Liguria",227,2021-09-26
"Lombardia",1459,2021-09-26
"Marche",196,2021-09-26
"Molise",34,2021-09-26
"Piemonte",628,2021-09-26
"Puglia",452,2021-09-26
"Sardegna",181,2021-09-26
"Sicilia",832,2021-09-26
"Toscana",612,2021-09-26
"Trentino-Alto Adige",167,2021-09-26
"Umbria",130,2021-09-26
"Valle d'Aosta",33,2021-09-26
"Veneto",1000,2021-09-26
"Abruzzo",183,2021-09-27
"Basilicata",90,2021-09-27
"Calabria",152,2021-09-27
"Campania",590,2021-09-27
"Emilia-Romagna",747,2021-09-27
"Friuli Venezia Giulia",175,2021-09-27
"Lazio",943,2021-09-27
"Liguria",227,2021-09-27
"Lombardia",1459,2021-09-27
"Marche",196,2021-09-27
"Molise",34,2021-09-27
"Piemonte",628,2021-09-27
"Puglia",452,2021-09-27
"Sardegna",181,2021-09-27
"Sicilia",832,2021-09-27
"Toscana",612,2021-09-27
"Trentino-Alto Adige",167,2021-09-27
"Umbria",130,2021-09-27
"Valle d'Aosta",33,2021-09-27
"Veneto",1000,2021-09-27
"Abruzzo",183,2021-09-28
"Basilicata",90,2021-09-28
"Calabria",152,2021-09-28
"Campania",590,2021-09-28
"Emilia-Romagna",747,2021-09-28
"Friuli Venezia Giulia",175,2021-09-28
"Lazio",943,2021-09-28
